2,256,35,1
3,512,6,2
4,768,6,1
5,1024,3,1
6,1280,2,1
7,1536,4,1
8,1792,4,1
9,2048,4,1
10,2304,3,0
11,2560,4,1
12,2816,5,1
13,3072,4,1
14,3328,4,4
15,3584,4,2
16,3840,6,1
17,4096,5,1
18,4352,5,1
19,4608,5,1
20,4864,5,2
